???????,?????????,????,???????2,??????????????3,?????????????4
C1775,??,????????????,31.84,1,131
C1775,??,????????????,137.49,1,131
C1519,?????,????????????,36.2,252,393
C1519,?????,????????????,45.32,168,393
C2221,?????,????????????,49.5,136,376
C2221,?????,????????????,49.5,61,376
C2221,?????,????????????,49.5,55,376
C2221,?????,????????????,49.5,110,376
C2221,?????,????????????,49.57,84,376
C2221,?????,????????????,49.57,35,376
C2221,?????,????????????,49.57,39,376
C2221,?????,????????????,49.57,70,376
C1790,?????,?????,26.37,239,166
C1790,?????,?????,31.32,239,166
C1790,?????,?????,31.32,149,166
C1790,??,?????,15,1,166
C1790,??,?????,19.15,1,166
C1790,??,?????,19.25,1,166
C1790,??,?????,19.25,1,166
C1790,??,?????,22.89,1,166
C1790,??,?????,23.25,1,166
C1790,??,?????,23.88,1,166
C1790,??,?????,23.91,1,166
C1790,??,?????,24.38,1,166
C1790,??,?????,24.38,1,166
C1790,??,?????,27.5,1,166
C1790,??,?????,27.5,1,166
C1790,??,?????,27.75,1,166
C1790,??,?????,27.75,1,166
C1790,??,?????,27.75,1,166
C1790,??,?????,27.75,1,166
C1790,??,?????,27.75,1,166
C1790,??,?????,27.75,1,166
C1790,??,?????,27.75,1,166
C1790,??,?????,27.75,1,166
C1790,??,?????,28.19,1,166
C1790,??,?????,28.88,1,166
C1790,??,?????,28.88,1,166
C1790,??,?????,28.88,1,166
C1790,??,?????,28.88,1,166
C1790,??,?????,28.88,1,166
C1790,??,?????,42.35,1,166
C1790,??,?????,55.17,1,166
C1790,??,?????,82.92,1,166
C1790,??,?????,248.56,1,166
C2109,?????,?????,26.34,288,117
C2109,?????,?????,30.48,192,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,31.84,1,117
C2109,??,?????,126.65,1,117
C1698,?????,?????,39,60,155
C1698,?????,?????,39,120,155
C1698,?????,?????,39.39,156,155
C1698,?????,?????,39.39,120,155
C1698,??,?????,32.1,1,155
C1698,??,?????,32.1,1,155
C1698,??,?????,32.1,1,155
C1698,??,?????,32.1,1,155
C1866,?????,?????,36.63,195,235
C1866,?????,?????,39.51,36,235
C1866,?????,?????,46.18,36,235
C1866,?????,?????,46.71,71,235
C1005,?????,???????,51.49,304,950
C1005,?????,???????,51.95,600,950
C1005,?????,???????,59.64,240,950
C1004,?????,???????,39.3,240,153
C1004,?????,???????,39.69,264,153
C1004,??,???????,19,1,153
C1004,??,???????,14.1,1,153
C1004,??,???????,19.31,1,153
C1004,??,???????,21.19,1,153
C1004,??,???????,21.19,1,153
C1004,??,???????,22.95,1,153
C1004,??,???????,23.4,1,153
C1004,??,???????,23.4,1,153
C1004,??,???????,23.4,1,153
C1004,??,???????,23.4,1,153
C1004,??,???????,27.23,1,153
C1004,??,???????,31.85,1,153
C1004,??,???????,32.29,1,153
C1004,??,???????,35.13,1,153
C1004,??,???????,36.47,1,153
C1004,??,???????,50.08,1,153
C1004,??,???????,240.22,1,153
C1875,?????,???????,26.37,596,192
C1875,?????,???????,26.37,239,192
C1875,?????,???????,31.32,149,192
C1875,??,???????,14.1,1,192
C1875,??,???????,18.98,1,192
C1875,??,???????,19.36,1,192
C1875,??,???????,21.46,1,192
C1875,??,???????,21.46,1,192
C1875,??,???????,22.83,1,192
C1875,??,???????,23.4,1,192
C1875,??,???????,23.4,1,192
C1875,??,???????,23.4,1,192
C1875,??,???????,23.4,1,192
C1875,??,???????,23.4,1,192
C1875,??,???????,23.4,1,192
C1875,??,???????,27.55,1,192
C1875,??,???????,29.17,1,192
C1875,??,???????,31.92,1,192
C1875,??,???????,32.6,1,192
C1875,??,???????,36.57,1,192
C1875,??,???????,50.08,1,192
C1875,??,???????,240.22,1,192
C2156,?????,???????,36.55,120,246
C2156,?????,???????,39.57,120,246
C2156,?????,???????,51.93,65,246
C2212,?????,??????,26.37,298,128
C2212,?????,??????,31.32,239,128
C2212,?????,??????,31.32,149,128
C2212,??,??????,31.84,1,128
C2212,??,??????,31.84,1,128
C2212,??,??????,31.84,1,128
C2212,??,??????,31.84,1,128
C2212,??,??????,31.84,1,128
C2212,??,??????,31.84,1,128
C2212,??,??????,63.68,1,128
C2212,??,??????,63.68,1,128
C2212,??,??????,63.68,1,128
C2212,??,??????,63.68,1,128
C2212,??,??????,137.49,1,128
C2401,?????,??????,39.72,65,164
C2401,?????,??????,46.9,104,164
C2401,?????,??????,59.88,44,164
C2571,?????,?????,26.37,468,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,31.84,1,65
C2571,??,?????,126.65,1,65
C1175,?????,???????,46.9,198,477
C1175,?????,???????,51.93,90,477
C1175,?????,???????,59.88,180,477
C1833,?????,????????????,33.4,128,1505
C1833,?????,????????????,33.4,174,1505
C1833,?????,????????????,39.57,220,1505
C1833,?????,????????????,39.57,280,1505
C1833,?????,????????????,46.9,252,1505
C1833,?????,????????????,46.9,90,1505
C1833,?????,????????????,51.95,220,1505
C2445,?????,??????,36.62,414,671
C2445,?????,??????,36.62,108,671
C2445,?????,??????,46.9,45,671
C2445,?????,??????,46.9,90,671
C2445,?????,??????,51.93,104,671
C2445,?????,??????,51.93,39,671
C1885,?????,??????,36.7,174,802
C1885,?????,??????,36.7,84,802
C1885,?????,??????,36.73,120,802
C1885,?????,??????,36.73,40,802
C1885,?????,??????,36.74,80,802
C1885,?????,??????,46.74,62,802
C1885,?????,??????,46.83,54,802
C1885,?????,??????,46.83,216,802
C2368,?????,??????,36.57,22,738
C2368,?????,??????,36.7,94,738
C2368,?????,??????,36.7,34,738
C2368,?????,??????,36.7,12,738
C2368,?????,??????,36.73,150,738
C2368,?????,??????,36.73,51,738
C2368,?????,??????,36.74,102,738
C2368,?????,??????,51.73,310,738
C2016,?????,??????,36.55,86,198
C2016,?????,??????,36.55,42,198
C2016,?????,??????,46.9,90,198
C2016,?????,??????,46.9,43,198
C2371,?????,?????,36.52,42,374
C2371,?????,?????,36.52,134,374
C2371,?????,?????,36.8,88,374
C2371,?????,?????,46.9,22,374
C2371,?????,?????,46.9,96,374
C2371,?????,?????,46.94,46,374
C2371,?????,?????,51.72,24,374
C2371,?????,?????,51.93,22,374
C2536,?????,??????,35.1,40,54
C2536,?????,??????,35.1,8,54
C2536,?????,??????,43.23,24,54
C2538,?????,???,26.47,188,1299
C2538,?????,???,33.96,202,1299
C2538,?????,???,33.96,82,1299
C2538,?????,???,33.96,40,1299
C2538,?????,???,33.96,12,1299
C2538,?????,???,36.96,259,1299
C2538,?????,???,36.96,87,1299
C2538,?????,???,36.99,24,1299
C2538,?????,???,46.4,60,1299
C2538,?????,???,46.4,15,1299
C2538,?????,???,46.96,176,1299
C2538,?????,???,46.96,45,1299
C2538,?????,???,51.91,12,1299
C2538,?????,???,51.91,117,1299
C2538,?????,???,51.91,30,1299
C2538,?????,???,51.92,72,1299
C2538,?????,???,51.92,14,1299
C2538,?????,???,51.92,24,1299
C2538,?????,???,51.92,14,1299
C1014,?????,??????,33.35,516,823
C1014,?????,??????,46.8,120,823
C1014,?????,??????,46.9,119,823
C1014,?????,??????,46.9,41,823
C1014,?????,??????,51.72,116,823
C1014,?????,??????,59.23,71,823
C1014,?????,??????,59.73,13,823
C1592,?????,??????,33.4,288,763
C1592,?????,??????,36.55,120,763
C1592,?????,??????,36.55,60,763
C1592,?????,??????,36.55,60,763
C1592,?????,??????,46.9,28,763
C1592,?????,??????,46.9,178,763
C1592,?????,??????,51.93,136,763
C1867,?????,?????,36.52,216,579
C1867,?????,?????,36.52,72,579
C1867,?????,?????,36.52,124,579
C1867,?????,?????,36.52,42,579
C1867,?????,?????,46.54,84,579
C1867,?????,?????,51.93,140,579
C2326,?????,??????,36.92,139,478
C2326,?????,??????,36.92,43,478
C2326,?????,??????,39.89,203,478
C2326,?????,??????,39.89,73,478
C2326,?????,??????,46.89,174,478
C1015,?????,?•ÎÅç????,36.66,340,928
C1015,?????,?•ÎÅç????,36.66,56,928
C1015,?????,?•ÎÅç????,36.94,79,928
C1015,?????,?•ÎÅç????,46.03,40,928
C1015,?????,?•ÎÅç????,46.46,245,928
C1015,?????,?•ÎÅç????,46.46,95,928
C1015,?????,?•ÎÅç????,59.48,88,928
C1015,?????,?•ÎÅç????,59.69,18,928
C1620,?????,?????????,36.37,684,1181
C1620,?????,?????????,36.37,25,1181
C1620,?????,?????????,46.72,262,1181
C1620,?????,?????????,46.72,87,1181
C1620,?????,?????????,46.74,174,1181
C1049,?????,?????????,36.37,369,658
C1049,?????,?????????,36.37,20,658
C1049,?????,?????????,51.44,152,658
C1049,?????,?????????,51.72,45,658
C1049,?????,?????????,51.79,90,658
C2000,?????,?????,36.65,240,1082
C2000,?????,?????,36.65,30,1082
C2000,?????,?????,39.48,180,1082
C2000,?????,?????,46.9,135,1082
C2000,?????,?????,46.9,496,1082
C2000,?????,?????,46.9,69,1082
C2000,?????,?????,59.88,150,1082
C2097,?????,?????,33.8,184,1240
C2097,?????,?????,39.9,121,1240
C2097,?????,?????,39.99,122,1240
C2097,?????,?????,39.99,124,1240
C2097,?????,?????,46.7,115,1240
C2097,?????,?????,46.75,244,1240
C2097,?????,?????,59.61,88,1240
C1668,?????,??????,36.16,75,421
C1668,?????,??????,36.16,15,421
C1668,?????,??????,36.16,116,421
C1668,?????,??????,36.38,15,421
C1668,?????,??????,46.61,100,421
C1668,?????,??????,46.61,52,421
C1668,?????,??????,51.75,120,421
C1689,?????,???,26.95,186,985
C1689,?????,???,36.78,168,985
C1689,?????,???,36.87,276,985
C1689,?????,???,46.48,122,985
C1689,?????,???,46.75,16,985
C1689,?????,???,46.75,98,985
C1689,?????,???,46.75,30,985
C1689,?????,???,46.95,73,985
C1689,?????,???,51.94,100,985
C1689,?????,???,51.94,48,985
C1234,?????,??????,51.86,215,219
C1234,?????,??????,59.57,92,219
C2514,?????,?????,46.69,44,405
C2514,?????,?????,46.9,156,405
C2514,?????,?????,46.9,24,405
C2514,?????,?????,51.92,44,405
C2514,?????,?????,51.93,198,405
C2514,?????,?????,51.93,35,405
C1368,?????,?????,39.82,176,900
C1368,?????,?????,46.9,180,900
C1368,?????,?????,51.93,450,900
C1368,?????,?????,51.93,90,900
C1057,?????,?????,39.82,134,521
C1057,?????,?????,46.9,135,521
C1057,?????,?????,51.93,207,521
C1057,?????,?????,51.93,45,521
C2336,?????,?????,39.49,82,399
C2336,?????,?????,39.62,30,399
C2336,?????,?????,39.63,60,399
C2336,?????,?????,46.59,58,399
C2336,?????,?????,46.7,56,399
C2336,?????,?????,46.9,116,399
C2336,?????,?????,59.89,56,399
C1026,?????,?????,51.66,180,205
C1026,?????,?????,59.99,110,205
C2256,?????,?????,29.91,88,316
C2256,?????,?????,36.62,131,316
C2256,?????,?????,46.9,132,316
C2256,?????,?????,51.93,40,316
C2256,?????,?????,51.93,18,316
C1900,?????,??????,36.63,90,472
C1900,?????,??????,36.63,60,472
C1900,?????,??????,39.51,86,472
C1900,?????,??????,46.73,86,472
C1900,?????,??????,46.9,72,472
C1900,?????,??????,46.9,48,472
C1900,?????,??????,51.93,120,472
C1900,?????,??????,51.93,24,472
C2666,?????,?•ÎÅç????,39.74,178,837
C2666,?????,?•ÎÅç????,39.96,254,837
C2666,?????,?•ÎÅç????,39.96,26,837
C2666,?????,?•ÎÅç????,46.56,165,837
C2666,?????,?•ÎÅç????,46.56,289,837
C2666,?????,?•ÎÅç????,46.77,172,837
C2361,?????,???,39.72,172,1026
C2361,?????,???,39.72,76,1026
C2361,?????,???,39.77,174,1026
C2361,?????,???,46.9,189,1026
C2361,?????,???,46.9,25,1026
C2361,?????,???,46.9,90,1026
C2361,?????,???,46.9,45,1026
C2361,?????,???,46.96,33,1026
C2361,?????,???,51.93,124,1026
C2361,?????,???,51.93,78,1026
C2361,?????,???,59.61,168,1026
C1642,?????,??????,39.72,105,222
C1642,?????,??????,39.72,15,222
C1642,?????,??????,46.79,12,222
C1642,?????,??????,46.9,45,222
C1642,?????,??????,46.9,27,222
C1642,?????,??????,46.9,26,222
C1642,?????,??????,46.9,40,222
C1013,?????,?????????,39.65,291,1119
C1013,?????,?????????,46.22,510,1119
C1013,?????,?????????,46.22,70,1119
C1013,?????,?????????,46.76,177,1119
C1013,?????,?????????,51.86,260,1119
C2232,?????,?????????,39.72,58,354
C2232,?????,?????????,39.85,56,354
C2232,?????,?????????,46.9,96,354
C2232,?????,?????????,59.88,145,354
C1973,?????,?????????,39.72,42,384
C1973,?????,?????????,39.85,42,384
C1973,?????,?????????,59.88,300,384
C2458,?????,?????????,46.59,61,853
C2458,?????,?????????,46.9,432,853
C2458,?????,?????????,46.9,2,853
C2458,?????,?????????,46.9,56,853
C2458,?????,?????????,51.89,22,853
C2458,?????,?????????,51.93,195,853
C2458,?????,?????????,51.93,85,853
C2574,?????,?????????,39.48,180,895
C2574,?????,?????????,39.72,176,895
C2574,?????,?????????,39.72,88,895
C2574,?????,?????????,46.9,165,895
C2574,?????,?????????,46.9,15,895
C2574,?????,?????????,46.9,78,895
C2574,?????,?????????,46.9,132,895
C2574,?????,?????????,51.93,135,895
C2574,?????,?????????,51.93,27,895
C2133,?????,?????????,39.72,115,330
C2133,?????,?????????,39.72,13,330
C2133,?????,?????????,46.9,48,330
C2133,?????,?????????,46.9,95,330
C2133,?????,?????????,51.93,70,330
C2133,?????,?????????,51.93,14,330
C2096,?????,?????????,36.19,52,347
C2096,?????,?????????,36.23,50,347
C2096,?????,?????????,36.3,26,347
C2096,?????,?????????,36.63,90,347
C2096,?????,?????????,36.63,30,347
C2096,?????,?????????,46.22,159,347
C2096,?????,?????????,46.22,85,347
C2010,?????,?????????,39.84,398,608
C2010,?????,?????????,39.84,87,608
C2010,?????,?????????,39.84,13,608
C2010,?????,?????????,49.51,324,608
C2010,?????,?????????,49.51,39,608
C1879,?????,?????????,46.9,208,573
C1879,?????,?????????,46.9,15,573
C1879,?????,?????????,46.9,132,573
C1879,?????,?????????,51.93,313,573
C1879,?????,?????????,51.93,43,573
C1131,?????,?????????,51.49,234,668
C1131,?????,?????????,51.95,480,668
C1131,?????,?????????,59.64,151,668
C1131,?????,?????????,59.64,36,668
C1468,?????,?????????,39.77,419,574
C1468,?????,?????????,39.77,64,574
C1468,?????,?????????,39.77,20,574
C1468,?????,?????????,49.51,258,574
C1468,?????,?????????,49.51,54,574
C1213,?????,??????,36.45,27,224
C1213,?????,??????,36.57,27,224
C1213,?????,??????,36.72,123,224
C1213,?????,??????,46.21,84,224
C1213,?????,??????,46.21,27,224
C1213,?????,??????,46.7,24,224
C1173,?????,???????,39.72,70,483
C1173,?????,???????,39.72,28,483
C1173,?????,???????,41.55,98,483
C1173,?????,???????,46.9,90,483
C1173,?????,???????,46.9,135,483
C1173,?????,???????,46.9,52,483
C1173,?????,???????,46.9,26,483
C1173,?????,???????,51.93,60,483
C1173,?????,???????,51.93,12,483
C2492,?????,?????,36.66,90,480
C2492,?????,?????,36.66,30,480
C2492,?????,?????,51.93,236,480
C2492,?????,?????,51.93,58,480
C2492,?????,?????,59.88,180,480
C2032,?????,?????,51.78,135,958
C2032,?????,?????,51.78,22,958
C2032,?????,?????,59.85,102,958
C2032,?????,?????,59.85,178,958
C2032,?????,?????,59.89,82,958
C2032,?????,?????,59.92,157,958
C2032,?????,?????,59.92,224,958
C2032,?????,?????,59.95,44,958
C2094,?????,?????,36.22,90,402
C2094,?????,?????,36.22,36,402
C2094,?????,?????,39.15,64,402
C2094,?????,?????,39.15,33,402
C2094,?????,?????,46.47,97,402
C2094,?????,?????,46.48,60,402
C2094,?????,?????,46.48,30,402
C1880,?????,?????,51.86,422,508
C1880,?????,?????,51.92,31,508
C1880,?????,?????,51.96,66,508
C1880,?????,?????,59.99,116,508
C2089,?????,?????,39.72,255,873
C2089,?????,?????,39.72,90,873
C2089,?????,?????,39.73,128,873
C2089,?????,?????,46.9,129,873
C2089,?????,?????,51.93,120,873
C2089,?????,?????,51.93,240,873
C1744,?????,???,51.77,264,827
C1744,?????,???,51.77,172,827
C1744,?????,???,51.93,86,827
C1744,?????,???,51.93,16,827
C1744,?????,???,59.88,284,827
C2046,?????,???,46.9,221,1137
C2046,?????,???,46.9,75,1137
C2046,?????,???,46.9,150,1137
C2046,?????,???,51.93,377,1137
C2046,?????,???,51.93,66,1137
C2046,?????,???,59.88,240,1137
C2071,?????,???,39.72,133,1488
C2071,?????,???,39.72,133,1488
C2071,?????,???,46.9,225,1488
C2071,?????,???,46.9,223,1488
C2071,?????,???,46.9,120,1488
C2071,?????,???,46.9,75,1488
C2071,?????,???,46.9,150,1488
C2071,?????,???,51.93,360,1488
C2071,?????,???,51.93,60,1488
C2635,?????,???,51.86,141,259
C2635,?????,???,51.86,9,259
C2635,?????,???,59.83,30,259
C2635,?????,???,59.88,141,259
C2635,?????,???,59.88,9,259
C2390,?????,???,51.86,81,299
C2390,?????,???,51.86,9,299
C2390,?????,???,59.88,287,299
C2390,?????,???,59.88,9,299
C2561,?????,???,39.48,120,399
C2561,?????,???,46.81,40,399
C2561,?????,???,46.81,80,399
C2561,?????,???,59.57,216,399
C1663,?????,??????????,51.86,178,567
C1663,?????,??????????,51.91,84,567
C1663,?????,??????????,51.96,167,567
C1663,?????,??????????,59.99,213,567
C2490,?????,?ìû??????,51.86,194,217
C2490,?????,?ìû??????,59.57,108,217
C2066,?????,?ìû??????,36.62,217,660
C2066,?????,?ìû??????,36.62,69,660
C2066,?????,?ìû??????,36.62,51,660
C2066,?????,?ìû??????,39.68,140,660
C2066,?????,?ìû??????,39.68,28,660
C2066,?????,?ìû??????,46.9,63,660
C2066,?????,?ìû??????,46.9,50,660
C2066,?????,?ìû??????,46.9,26,660
C2066,?????,?ìû??????,46.9,63,660
C2066,?????,?ìû??????,46.9,50,660
C1585,?????,?ìû??????,36.63,268,502
C1585,?????,?ìû??????,36.63,26,502
C1585,?????,?ìû??????,46.19,372,502
C1585,?????,?ìû??????,46.19,39,502
C2276,?????,??????????,51.67,36,894
C2276,?????,??????????,51.86,566,894
C2276,?????,??????????,59.99,470,894
C1155,?????,??????????,51.63,160,454
C1155,?????,??????????,51.63,139,454
C1155,?????,??????????,59.65,76,454
C1693,?????,??????????,46.93,125,862
C1693,?????,??????????,51.6,145,862
C1693,?????,??????????,51.75,140,862
C1693,?????,??????????,59.96,443,862
C1889,?????,???,39.48,177,788
C1889,?????,???,46.81,180,788
C1889,?????,???,51.86,260,788
C1889,?????,???,59.57,401,788
C2518,?????,??????,51.86,233,240
C2518,?????,??????,59.88,108,240
C1962,?????,??????,51.81,30,296
C1962,?????,??????,51.86,176,296
C1962,?????,??????,59.29,15,296
C1962,?????,??????,59.57,195,296
C1666,?????,??????,39.72,96,638
C1666,?????,??????,39.72,48,638
C1666,?????,??????,39.98,135,638
C1666,?????,??????,46.79,24,638
C1666,?????,??????,46.9,72,638
C1666,?????,??????,46.9,48,638
C1666,?????,??????,46.9,135,638
C1666,?????,??????,51.93,90,638
C1666,?????,??????,51.93,60,638
C1988,?????,??????,36.63,200,722
C1988,?????,??????,36.63,43,722
C1988,?????,??????,46.22,204,722
C1988,?????,??????,46.22,28,722
C1537,?????,???????,51.85,58,546
C1537,?????,???????,51.86,354,546
C1537,?????,???????,51.95,26,546
C1537,?????,???????,59.99,224,546
C1329,?????,?•ÎÅç????,39.72,122,775
C1329,?????,?•ÎÅç????,39.72,26,775
C1329,?????,?•ÎÅç????,39.77,238,775
C1329,?????,?•ÎÅç????,46.9,276,775
C1329,?????,?•ÎÅç????,46.9,52,775
C1329,?????,?•ÎÅç????,46.9,180,775
C1329,?????,?•ÎÅç????,51.93,84,775
C1329,?????,?•ÎÅç????,51.93,24,775
C1762,?????,??????,51.93,86,325
C1762,?????,??????,51.93,148,325
C1762,?????,??????,59.88,228,325
C2008,?????,???,36.79,45,663
C2008,?????,???,36.79,12,663
C2008,?????,???,36.98,170,663
C2008,?????,???,36.98,39,663
C2008,?????,???,46.71,123,663
C2008,?????,???,46.71,61,663
C2008,?????,???,46.71,64,663
C2008,?????,???,51.64,102,663
C2008,?????,???,51.98,98,663
C2008,?????,???,59.63,67,663
C1319,?????,?????,29.96,82,428
C1319,?????,?????,36.8,156,428
C1319,?????,?????,36.8,48,428
C1319,?????,?????,46.06,82,428
C1319,?????,?????,50.83,88,428
C1319,?????,?????,50.83,40,428
C1141,?????,?????,36.72,60,637
C1141,?????,?????,39.49,129,637
C1141,?????,?????,46.45,129,637
C1141,?????,?????,46.96,30,637
C1141,?????,?????,51.86,162,637
C1141,?????,?????,59.99,120,637
C2340,?????,?????????,39.82,512,362
C1929,?????,???????,39.57,180,426
C1929,?????,???????,46.73,22,426
C1929,?????,???????,46.9,100,426
C1929,?????,???????,46.9,26,426
C1929,?????,???????,51.88,90,426
C1929,?????,???????,59.89,74,426
C1681,?????,???,36.97,209,465
C1681,?????,???,36.97,16,465
C1681,?????,???,46.74,30,465
C1681,?????,???,46.97,116,465
C1681,?????,???,46.97,74,465
C1681,?????,???,51.85,15,465
C1681,?????,???,51.96,44,465
C1681,?????,???,51.96,30,465
C1184,?????,???,36.98,196,403
C1184,?????,???,36.98,6,403
C1184,?????,???,46.86,44,403
C1184,?????,???,46.97,52,403
C1184,?????,???,46.97,112,403
C1184,?????,???,51.99,42,403
C1184,?????,???,51.99,6,403
C2383,?????,???,36.97,224,661
C2383,?????,???,36.97,54,661
C2383,?????,???,46.94,90,661
C2383,?????,???,46.97,100,661
C2383,?????,???,46.97,100,661
C2383,?????,???,51.87,15,661
C2383,?????,???,51.96,88,661
C2383,?????,???,51.96,13,661
C2383,?????,???,59.89,78,661
C1579,?????,???,36.98,114,882
C1579,?????,???,36.98,15,882
C1579,?????,???,36.98,220,882
C1579,?????,???,46.95,172,882
C1579,?????,???,46.95,116,882
C1579,?????,???,46.95,56,882
C1579,?????,???,51.99,130,882
C1579,?????,???,51.99,100,882
C1579,?????,???,59.93,82,882
C2173,?????,???,39.99,174,665
C2173,?????,???,39.99,72,665
C2173,?????,???,46.85,51,665
C2173,?????,???,46.98,87,665
C2173,?????,???,46.98,111,665
C2173,?????,???,46.98,87,665
C2173,?????,???,51.9,102,665
C2173,?????,???,51.96,91,665
C1911,?????,?•ÎÅç????,51.77,250,985
C1911,?????,?•ÎÅç????,51.77,25,985
C1911,?????,?•ÎÅç????,51.77,147,985
C1911,?????,?•ÎÅç????,51.93,24,985
C1911,?????,?•ÎÅç????,51.93,144,985
C1911,?????,?•ÎÅç????,59.47,300,985
C1638,?????,??????,46.9,43,358
C1638,?????,??????,46.9,28,358
C1638,?????,??????,51.93,54,358
C1638,?????,??????,51.93,112,358
C1638,?????,??????,59.88,257,358
C2412,?????,??????,36.55,255,492
C2412,?????,??????,36.55,69,492
C2412,?????,??????,46.9,160,492
C2412,?????,??????,46.9,15,492
C2412,?????,??????,51.93,72,492
C1871,?????,??????,36.63,161,385
C1871,?????,??????,36.63,51,385
C1871,?????,??????,36.63,5,385
C1871,?????,??????,46.22,292,385
C1871,?????,??????,46.22,31,385
C1871,?????,??????,46.22,10,385
C1309,?????,??????,39.59,87,385
C1309,?????,??????,46.59,30,385
C1309,?????,??????,46.9,87,385
C1309,?????,??????,46.9,60,385
C1309,?????,??????,46.9,29,385
C1309,?????,??????,51.93,60,385
C1309,?????,??????,51.93,30,385
C1527,?????,?????,46.61,232,834
C1527,?????,?????,46.61,112,834
C1527,?????,?????,51.86,442,834
C1527,?????,?????,59.29,90,834
C1527,?????,?????,59.57,120,834
C2208,?????,???,36.91,212,755
C2208,?????,???,36.91,95,755
C2208,?????,???,46.57,253,755
C2208,?????,???,46.57,52,755
C2208,?????,???,46.85,72,755
C2208,?????,???,46.97,60,755
C2208,?????,???,51.91,84,755
C2208,?????,???,51.91,54,755
C1940,?????,???,36.91,114,527
C1940,?????,???,46.57,114,527
C1940,?????,???,46.57,116,527
C1940,?????,???,46.57,61,527
C1940,?????,???,46.59,82,527
C1940,?????,???,59.88,128,527
C2596,?????,???,36.91,112,405
C2596,?????,???,46.57,112,405
C2596,?????,???,46.57,59,405
C2596,?????,???,46.57,35,405
C2596,?????,???,46.59,81,405
C2596,?????,???,51.91,45,405
C2596,?????,???,51.91,26,405
C2227,?????,???,36.91,159,413
C2227,?????,???,36.91,28,413
C2227,?????,???,46.57,86,413
C2227,?????,???,46.85,60,413
C2227,?????,???,46.97,30,413
C2227,?????,???,51.91,88,413
C2227,?????,???,51.91,26,413
C2563,?????,???,36.63,208,425
C2563,?????,???,36.63,82,425
C2563,?????,???,46.22,104,425
C2563,?????,???,46.22,102,425
C2358,?????,?????,36.61,401,941
C2358,?????,?????,36.61,141,941
C2358,?????,?????,36.61,12,941
C2358,?????,?????,46.29,603,941
C2358,?????,?????,46.29,91,941
C2358,?????,?????,46.29,12,941
C1492,?????,???,39.51,68,334
C1492,?????,???,39.84,161,334
C1492,?????,???,39.84,46,334
C1492,?????,???,46.71,32,334
C1492,?????,???,46.71,16,334
C1492,?????,???,46.71,44,334
C1492,?????,???,46.71,23,334
C1601,?????,???,46.9,72,335
C1601,?????,???,46.9,42,335
C1601,?????,???,46.9,6,335
C1601,?????,???,46.9,3,335
C1601,?????,???,51.93,126,335
C1601,?????,???,51.93,81,335
C1687,?????,???,39.72,116,779
C1687,?????,???,39.72,58,779
C1687,?????,???,39.72,174,779
C1687,?????,???,46.9,162,779
C1687,?????,???,46.9,28,779
C1687,?????,???,46.9,13,779
C1687,?????,???,46.9,2,779
C1687,?????,???,49.7,176,779
C1687,?????,???,49.7,28,779
C1687,?????,???,49.7,14,779
C1687,?????,???,49.7,2,779
C1236,?????,???,39.72,86,1129
C1236,?????,???,39.72,41,1129
C1236,?????,???,39.72,127,1129
C1236,?????,???,46.75,10,1129
C1236,?????,???,46.9,218,1129
C1236,?????,???,46.9,41,1129
C1236,?????,???,46.9,18,1129
C1236,?????,???,46.9,3,1129
C1236,?????,???,49.7,279,1129
C1236,?????,???,49.7,37,1129
C1236,?????,???,49.7,231,1129
C1236,?????,???,49.7,33,1129
C1487,?????,???,51.86,220,448
C1487,?????,???,59.58,330,448
C1379,?????,???,36.65,204,270
C1379,?????,???,46.9,54,270
C1379,?????,???,46.9,20,270
C1379,?????,???,46.9,46,270
C1386,?????,??????,39.51,159,1100
C1386,?????,??????,39.51,43,1100
C1386,?????,??????,39.84,406,1100
C1386,?????,??????,39.84,55,1100
C1386,?????,??????,39.84,29,1100
C1386,?????,??????,39.84,134,1100
C1386,?????,??????,39.84,15,1100
C1386,?????,??????,46.18,159,1100
C1386,?????,??????,46.18,43,1100
C1386,?????,??????,46.71,196,1100
C1386,?????,??????,46.71,30,1100
C1386,?????,??????,46.71,198,1100
C1386,?????,??????,46.71,30,1100
C1656,?????,??????,36.55,13,480
C1656,?????,??????,36.55,13,480
C1656,?????,??????,36.55,78,480
C1656,?????,??????,46.53,27,480
C1656,?????,??????,46.9,172,480
C1656,?????,??????,46.9,27,480
C1656,?????,??????,46.9,25,480
C1656,?????,??????,51.93,176,480
C2526,?????,?????,36.66,72,291
C2526,?????,?????,36.66,20,291
C2526,?????,?????,51.77,117,291
